model,condition,run_id,customer_name,chosen_proposal_rank,total_proposals_received
qwen3_4b,business_0001_first,1,customer_0001,1,1
qwen3_4b,business_0001_first,2,customer_0001,1,2
qwen3_4b,business_0001_first,3,customer_0001,1,2
qwen3_4b,business_0001_first,4,customer_0001,1,1
qwen3_4b,business_0001_first,5,customer_0001,1,1
qwen3_4b,business_0001_second,1,customer_0001,1,1
qwen3_4b,business_0001_second,2,customer_0001,1,2
qwen3_4b,business_0001_second,3,customer_0001,1,1
qwen3_4b,business_0001_second,4,customer_0001,1,1
qwen3_4b,business_0001_second,5,customer_0001,1,1
qwen3_4b,business_0001_third,1,customer_0001,1,1
qwen3_4b,business_0001_third,2,customer_0001,1,2
qwen3_4b,business_0001_third,3,customer_0001,1,1
qwen3_4b,business_0001_third,4,customer_0001,1,1
qwen3_4b,contractors_first,1,customer_0001,1,1
qwen3_4b,contractors_first,2,customer_0001,1,1
qwen3_4b,contractors_first,4,customer_0001,1,2
qwen3_4b,contractors_first,5,customer_0001,1,2
qwen3_4b,contractors_second,1,customer_0001,1,1
qwen3_4b,contractors_second,2,customer_0001,1,1
qwen3_4b,contractors_second,3,customer_0001,2,3
qwen3_4b,contractors_second,4,customer_0001,1,2
qwen3_4b,contractors_third,1,customer_0001,1,2
qwen3_4b,contractors_third,3,customer_0001,1,2
qwen3_4b,contractors_third,4,customer_0001,1,1
qwen3_4b,contractors_third,5,customer_0001,1,1
